ID	Notes	Scaffold	sgRNA1_ID	Gene1	sgRNA2_ID	Gene2	Gene_Pair	PILOT_100X_D14_R1	PILOT_100X_D14_R2	PILOT_100X_D14_R3	PILOT_100X_D3	PILOT_500X_D14_R1	PILOT_500X_D14_R2	PILOT_500X_D14_R3	PILOT_500X_D3	PILOT_PCR500X_D14_R1	PILOT_PCR500X_D14_R2	PILOT_PCR500X_D14_R3	PILOT_PCR500X_D3	PILOT_Plasmid
DG0003260	CopyNumber	Wildtype	1047381823	TMEM65	1048157201	EFR3A	TMEM65~EFR3A	32	14	7	58	19	15	34	82	6	27	41	88	138
DG0003261	CopyNumber	Wildtype	1048253663	TG	1046634509	EIF3H	TG~EIF3H	11	55	66	101	40	40	74	169	26	56	52	173	255
DG0003262	CopyNumber	Wildtype	1048256165	TG	1046634505	EIF3H	TG~EIF3H	29	66	24	50	38	27	45	56	16	23	24	56	117
DG0003263	CopyNumber	Wildtype	1047241515	TBC1D31	1046770208	EXT1	TBC1D31~EXT1	48	84	59	110	105	64	104	133	65	149	108	110	178
DG0003264	CopyNumber	Wildtype	1047242206	TBC1D31	1046770185	EXT1	TBC1D31~EXT1	68	47	76	64	66	61	80	80	28	78	54	77	147
DG0003265	CopyNumber	Wildtype	1047732517	MYC	1046990361	MTBP	MYC~MTBP	3	2	1	34	5	8	10	36	0	6	4	25	120
DG0003266	CopyNumber	Wildtype	1047732605	MYC	1046990818	MTBP	MYC~MTBP	6	17	3	29	5	8	2	30	4	4	12	24	66
DG0003267	CopyNumber	Wildtype	1047403624	MTSS1	1047403166	MTSS1	MTSS1~MTSS1	65	95	91	94	104	83	129	163	63	91	92	116	175
DG0003268	CopyNumber	Wildtype	1047403166	MTSS1	1047403624	MTSS1	MTSS1~MTSS1	51	46	40	66	92	53	67	108	28	54	60	54	132
DG0003269	CopyNumber	Wildtype	1046990818	MTBP	1047732605	MYC	MTBP~MYC	27	14	14	82	13	9	24	107	19	20	20	68	217
DG0003270	CopyNumber	Wildtype	1046990361	MTBP	1047732517	MYC	MTBP~MYC	4	12	17	64	25	9	47	103	4	20	3	103	193
DG0003271	CopyNumber	Wildtype	1046770185	EXT1	1047242206	TBC1D31	EXT1~TBC1D31	47	25	85	62	72	40	61	103	47	81	61	95	154
DG0003272	CopyNumber	Wildtype	1046770208	EXT1	1047241515	TBC1D31	EXT1~TBC1D31	73	56	38	79	71	57	75	110	39	41	83	45	147
DG0003273	CopyNumber	Wildtype	1046634505	EIF3H	1048256165	TG	EIF3H~TG	18	27	31	69	40	47	50	74	24	64	60	68	169
DG0003274	CopyNumber	Wildtype	1046634509	EIF3H	1048253663	TG	EIF3H~TG	45	38	55	55	70	54	54	79	71	22	112	75	117
DG0003275	CopyNumber	Wildtype	1048157201	EFR3A	1047381823	TMEM65	EFR3A~TMEM65	33	9	14	27	19	18	26	61	20	17	4	58	131
DG0003276	CopyNumber	Wildtype	1048157193	EFR3A	1047381832	TMEM65	EFR3A~TMEM65	45	32	81	80	75	49	62	126	34	88	68	101	226
DG0003277	CopyNumber	Wildtype	1046932498	DSCC1	1048241996	TMEM71	DSCC1~TMEM71	8	20	30	50	28	22	29	66	6	20	31	25	83
DG0003278	CopyNumber	Wildtype	1046932194	DSCC1	1048242011	TMEM71	DSCC1~TMEM71	44	59	74	54	93	53	91	58	32	41	52	43	113
DG0003279	CopyNumber	Wildtype	1047233872	DERL1	1046847365	TNFRSF11B	DERL1~TNFRSF11B	28	15	26	45	33	40	58	57	24	24	24	70	92
DG0003280	CopyNumber	Wildtype	1047235931	DERL1	1046847354	TNFRSF11B	DERL1~TNFRSF11B	97	78	97	113	123	75	80	176	99	53	83	172	252
DG0003281	CopyNumber	Wildtype	1046944909	DEPTOR	1049082024	TRAPPC9	DEPTOR~TRAPPC9	31	31	31	42	40	24	74	58	41	38	33	64	76
DG0003282	CopyNumber	Wildtype	1046948919	DEPTOR	1049076117	TRAPPC9	DEPTOR~TRAPPC9	75	40	71	72	96	83	79	134	49	77	80	157	185
DG0003283	CopyNumber	Wildtype	1049171673	DENND3	1047397556	TATDN1	DENND3~TATDN1	140	127	125	164	175	151	189	266	110	149	149	246	338
DG0003284	CopyNumber	Wildtype	1049172146	DENND3	1047396460	TATDN1	DENND3~TATDN1	43	24	39	63	68	55	58	100	47	117	65	77	199
DG0003285	CopyNumber	Wildtype	1046858822	COLEC10	1047500060	TRIB1	COLEC10~TRIB1	27	53	34	92	75	36	60	106	35	93	24	99	124
DG0003286	CopyNumber	Wildtype	1046858817	COLEC10	1047499554	TRIB1	COLEC10~TRIB1	28	60	59	69	51	67	58	83	84	43	32	79	103
DG0003287	CopyNumber	Wildtype	1048881821	COL22A1	1046644180	UTP23	COL22A1~UTP23	6	8	4	15	15	10	12	17	9	0	10	9	171
DG0003288	CopyNumber	Wildtype	1048881884	COL22A1	1046644161	UTP23	COL22A1~UTP23	20	22	10	28	21	14	21	61	39	37	21	52	147
DG0003289	CopyNumber	Wildtype	1046973414	COL14A1	1047462096	WASHC5	COL14A1~WASHC5	58	27	6	25	48	25	50	40	24	53	29	33	159
DG0003290	CopyNumber	Wildtype	1046970364	COL14A1	1047461267	WASHC5	COL14A1~WASHC5	59	44	31	48	35	64	53	61	53	72	41	40	131
DG0003291	CopyNumber	Wildtype	1049090700	CHRAC1	1047279944	WDYHV1	CHRAC1~WDYHV1	39	22	56	34	68	38	66	63	22	7	69	32	96
DG0003292	CopyNumber	Wildtype	1049090676	CHRAC1	1047279947	WDYHV1	CHRAC1~WDYHV1	22	12	18	40	22	19	39	72	6	19	25	35	104
DG0003293	CopyNumber	Wildtype	1047258100	C8orf76	1048458841	ZFAT	C8orf76~ZFAT	110	99	103	60	172	108	164	62	82	108	141	57	123
DG0003294	CopyNumber	Wildtype	1047258821	C8orf76	1048459417	ZFAT	C8orf76~ZFAT	102	123	117	81	136	126	162	155	122	144	165	121	202
DG0003295	CopyNumber	Wildtype	1047274616	ATAD2	1047260519	ZHX1	ATAD2~ZHX1	123	117	70	117	160	87	110	181	73	119	142	121	269
DG0003296	CopyNumber	Wildtype	1047270069	ATAD2	1047260532	ZHX1	ATAD2~ZHX1	97	104	67	95	143	79	119	146	95	131	104	129	188
DG0003297	CopyNumber	Wildtype	1047984070	ASAP1	1047225439	ZHX2	ASAP1~ZHX2	60	88	130	86	181	107	118	163	97	143	164	105	198
DG0003298	CopyNumber	Wildtype	1047978197	ASAP1	1047225472	ZHX2	ASAP1~ZHX2	68	98	69	66	163	86	129	110	80	102	143	101	176
DG0003299	CopyNumber	Wildtype	1047312289	ANXA13	1047391038	TRMT12	ANXA13~TRMT12	21	48	55	42	41	51	62	53	35	34	19	32	118
DG0003300	CopyNumber	Wildtype	1047311830	ANXA13	1047390973	TRMT12	ANXA13~TRMT12	48	16	38	38	56	39	37	54	53	77	97	50	152
DG0003301	CopyNumber	Wildtype	1049098440	AGO2	1048072710	ADCY8	AGO2~ADCY8	32	36	30	66	57	48	72	86	44	37	39	85	147
DG0003302	CopyNumber	Wildtype	1049097396	AGO2	1048064302	ADCY8	AGO2~ADCY8	54	33	45	32	110	71	86	77	89	103	53	73	161
DG0003303	CopyNumber	Wildtype	1046908566	ENPP2	1046926523	TAF2	ENPP2~TAF2	0	20	8	33	17	10	9	76	29	11	27	64	124
DG0003304	CopyNumber	Wildtype	1046910339	ENPP2	1046922450	TAF2	ENPP2~TAF2	7	43	20	51	30	24	25	65	22	34	91	79	105
DG0003305	CopyNumber	Wildtype	1047251187	FAM83A	1047455288	SQLE	FAM83A~SQLE	86	72	90	123	90	98	111	126	67	111	64	100	196
DG0003306	CopyNumber	Wildtype	1047252909	FAM83A	1047454914	SQLE	FAM83A~SQLE	11	36	78	38	54	53	60	82	47	47	39	71	187
DG0003307	CopyNumber	Wildtype	1046989301	MRPL13	1048302531	NDRG1	MRPL13~NDRG1	121	67	76	58	119	67	110	119	115	59	68	80	147
DG0003308	CopyNumber	Wildtype	1046988818	MRPL13	1048301817	NDRG1	MRPL13~NDRG1	74	73	118	45	106	77	152	76	45	123	117	49	123
DG0003309	CopyNumber	Wildtype	1047321232	FAM91A1	1047400605	NDUFB9	FAM91A1~NDUFB9	12	48	34	25	44	40	36	81	36	48	30	40	94
DG0003310	CopyNumber	Wildtype	1047320367	FAM91A1	1047400134	NDUFB9	FAM91A1~NDUFB9	24	51	55	47	37	36	37	59	53	23	36	40	121
DG0003311	CopyNumber	Wildtype	1046712047	MED30	1047469191	NSMCE2	MED30~NSMCE2	16	7	11	63	9	12	12	107	10	7	13	93	169
DG0003312	CopyNumber	Wildtype	1046712050	MED30	1047488806	NSMCE2	MED30~NSMCE2	20	24	26	139	23	24	26	206	5	5	17	216	259
DG0003313	CopyNumber	Wildtype	1046872754	MAL2	1048163491	OC90	MAL2~OC90	95	83	146	102	146	141	165	212	116	139	95	134	147
DG0003314	CopyNumber	Wildtype	1046871352	MAL2	1048163484	OC90	MAL2~OC90	98	49	127	96	61	73	78	177	76	79	92	153	313
DG0003315	CopyNumber	Wildtype	1048232947	LRRC6	1048244445	PHF20L1	LRRC6~PHF20L1	59	63	54	40	64	47	82	55	45	54	46	42	78
DG0003316	CopyNumber	Wildtype	1048230263	LRRC6	1048246195	PHF20L1	LRRC6~PHF20L1	77	48	97	63	82	69	98	83	95	67	133	70	78
DG0003317	CopyNumber	Wildtype	1047305875	KLHL38	1047697293	POU5F1B	KLHL38~POU5F1B	99	91	125	95	194	133	178	134	119	162	268	162	254
DG0003318	CopyNumber	Wildtype	1047305865	KLHL38	1047697268	POU5F1B	KLHL38~POU5F1B	28	42	87	56	64	42	84	114	27	53	62	120	171
DG0003319	CopyNumber	Wildtype	1048562575	KHDRBS3	1048331802	ST3GAL1	KHDRBS3~ST3GAL1	70	32	37	42	59	37	105	73	52	64	55	54	145
DG0003320	CopyNumber	Wildtype	1048561957	KHDRBS3	1048331816	ST3GAL1	KHDRBS3~ST3GAL1	125	49	102	102	118	58	74	100	70	83	45	86	276
DG0003321	CopyNumber	Wildtype	1048179774	KCNQ3	1049113811	PTK2	KCNQ3~PTK2	47	56	64	91	86	61	72	200	47	116	73	140	240
DG0003322	CopyNumber	Wildtype	1048178032	KCNQ3	1049117542	PTK2	KCNQ3~PTK2	91	43	62	74	51	58	50	121	33	23	43	78	179
DG0003323	CopyNumber	Wildtype	1048980833	KCNK9	1046652881	RAD21	KCNK9~RAD21	4	19	7	65	23	17	21	91	21	33	17	61	143
DG0003324	CopyNumber	Wildtype	1048980850	KCNK9	1046652599	RAD21	KCNK9~RAD21	37	18	10	49	20	10	34	87	9	27	33	74	124
DG0003325	CopyNumber	Wildtype	1048169055	HHLA1	1047394762	RNF139	HHLA1~RNF139	58	61	93	71	83	72	89	103	59	26	59	79	81
DG0003326	CopyNumber	Wildtype	1048167884	HHLA1	1047394797	RNF139	HHLA1~RNF139	26	12	41	41	67	43	38	66	42	36	72	42	141
DG0003327	CopyNumber	Wildtype	1047096197	HAS2	1046815638	SAMD12	HAS2~SAMD12	94	66	30	68	67	56	47	112	35	70	36	68	127
DG0003328	CopyNumber	Wildtype	1047096208	HAS2	1046802114	SAMD12	HAS2~SAMD12	110	123	153	53	132	108	146	103	115	118	188	86	179
DG0003329	CopyNumber	Wildtype	1047934723	GSDMC	1048273089	SLA	GSDMC~SLA	65	67	78	73	84	76	86	92	73	61	109	72	143
DG0003330	CopyNumber	Wildtype	1047935688	GSDMC	1048272235	SLA	GSDMC~SLA	67	85	95	50	99	88	99	116	64	129	94	68	135
DG0003331	CopyNumber	Wildtype	1049204546	GPR20	1046679961	SLC30A8	GPR20~SLC30A8	136	139	189	171	234	124	208	204	147	163	198	133	329
DG0003332	CopyNumber	Wildtype	1049204506	GPR20	1046679532	SLC30A8	GPR20~SLC30A8	50	56	76	27	74	51	46	40	92	61	28	45	104
DG0003333	CopyNumber	Wildtype	1047346652	FER1L6	1049180275	SLC45A4	FER1L6~SLC45A4	43	60	66	43	96	106	86	92	49	115	74	151	206
DG0003334	CopyNumber	Wildtype	1047344859	FER1L6	1049180344	SLC45A4	FER1L6~SLC45A4	80	56	98	45	117	70	108	67	88	80	103	49	168
DG0003335	CopyNumber	Wildtype	1047291201	FBXO32	1047013138	SNTB1	FBXO32~SNTB1	38	18	42	33	44	43	60	42	43	57	106	52	101
DG0003336	CopyNumber	Wildtype	1047291204	FBXO32	1047024526	SNTB1	FBXO32~SNTB1	76	73	104	112	132	88	93	141	77	78	125	126	244
DG0003337	CopyNumber	Wildtype	1048796221	FAM135B	1049220558	PTP4A3	FAM135B~PTP4A3	35	31	45	67	88	47	61	94	96	70	47	78	169
DG0003338	CopyNumber	Wildtype	1048807097	FAM135B	1049220563	PTP4A3	FAM135B~PTP4A3	138	191	208	182	275	193	287	270	186	222	248	203	337
DG0003339	CopyNumber	Wildtype	1047452390	ZNF572	1046659960	AARD	ZNF572~AARD	130	151	172	77	235	162	250	118	201	216	154	124	210
DG0003340	CopyNumber	Wildtype	1047452336	ZNF572	1046659937	AARD	ZNF572~AARD	20	25	20	43	34	37	37	39	35	34	21	49	124
DG0003341	CopyNumber	Wildtype	1168924961	SIRPB1	1046542458	TRPS1	SIRPB1~TRPS1	118	117	131	107	194	151	210	153	101	130	139	141	201
DG0003342	CopyNumber	Wildtype	1168925904	SIRPB1	1046542498	TRPS1	SIRPB1~TRPS1	74	109	98	47	155	102	107	79	128	106	109	74	111
DG0003343	CopyNumber	Wildtype	1046542498	TRPS1	1051818863	IFNW1	TRPS1~IFNW1	116	74	119	85	204	113	219	85	142	253	181	96	161
DG0003344	CopyNumber	Wildtype	1046542458	TRPS1	1051818863	IFNW1	TRPS1~IFNW1	132	121	167	100	184	105	176	126	149	108	177	119	172
DG0003345	CopyNumber	Wildtype	1046659937	AARD	1051818854	IFNW1	AARD~IFNW1	0	0	0	0	0	1	0	0	0	3	0	0	0
DG0003346	CopyNumber	Wildtype	1046659960	AARD	1051818854	IFNW1	AARD~IFNW1	131	141	135	46	133	127	175	71	98	130	130	83	137
DG0003347	CopyNumber	Wildtype	1049220563	PTP4A3	1171225709	CSTL1	PTP4A3~CSTL1	64	52	70	67	91	61	91	68	115	92	70	55	146
DG0003348	CopyNumber	Wildtype	1049220558	PTP4A3	1171225709	CSTL1	PTP4A3~CSTL1	128	114	106	65	130	117	165	104	181	115	149	93	180
DG0003349	CopyNumber	Wildtype	1047024526	SNTB1	1171226194	CSTL1	SNTB1~CSTL1	52	31	49	44	60	97	88	56	52	43	64	68	138
DG0003350	CopyNumber	Wildtype	1047013138	SNTB1	1171226194	CSTL1	SNTB1~CSTL1	66	36	54	40	78	79	70	41	67	79	82	63	98
DG0003351	CopyNumber	Wildtype	1049180344	SLC45A4	1031483406	FEZF1	SLC45A4~FEZF1	231	285	255	150	394	237	314	261	269	316	357	187	253
DG0003352	CopyNumber	Wildtype	1049180275	SLC45A4	1031483406	FEZF1	SLC45A4~FEZF1	114	161	188	125	261	187	284	174	163	344	240	186	223
DG0003353	CopyNumber	Wildtype	1046679532	SLC30A8	1031483450	FEZF1	SLC30A8~FEZF1	34	24	63	43	65	43	79	56	48	90	78	45	236
DG0003354	CopyNumber	Wildtype	1046679961	SLC30A8	1031483450	FEZF1	SLC30A8~FEZF1	27	34	50	30	66	42	60	38	75	32	66	34	131
DG0003355	CopyNumber	Wildtype	1048272235	SLA	1147516555	KRTAP4-12	SLA~KRTAP4-12	96	97	72	61	90	110	93	81	79	57	64	40	71
DG0003356	CopyNumber	Wildtype	1048273089	SLA	1147516555	KRTAP4-12	SLA~KRTAP4-12	36	49	60	35	63	79	47	46	63	32	76	29	49
DG0003357	CopyNumber	Wildtype	1046802114	SAMD12	1147516634	KRTAP4-12	SAMD12~KRTAP4-12	82	63	85	73	81	57	99	109	39	23	66	72	128
DG0003358	CopyNumber	Wildtype	1046815638	SAMD12	1147516634	KRTAP4-12	SAMD12~KRTAP4-12	93	82	82	73	154	133	178	129	107	127	113	104	168
DG0003359	CopyNumber	Wildtype	1047394797	RNF139	1064695975	SLC39A12	RNF139~SLC39A12	71	68	113	91	138	83	147	140	74	99	136	82	187
DG0003360	CopyNumber	Wildtype	1047394762	RNF139	1064695975	SLC39A12	RNF139~SLC39A12	155	136	96	90	193	142	171	123	126	181	146	108	160
DG0003361	CopyNumber	Wildtype	1046652599	RAD21	1064697332	SLC39A12	RAD21~SLC39A12	16	55	30	90	58	52	39	149	54	89	22	86	168
DG0003362	CopyNumber	Wildtype	1046652881	RAD21	1064697332	SLC39A12	RAD21~SLC39A12	37	44	43	47	52	25	49	92	64	30	20	49	115
DG0003363	CopyNumber	Wildtype	1049117542	PTK2	936496744	IL36B	PTK2~IL36B	29	28	26	69	66	40	45	70	34	49	70	47	136
DG0003364	CopyNumber	Wildtype	1049113811	PTK2	936496744	IL36B	PTK2~IL36B	58	24	31	59	67	37	54	109	33	25	32	106	158
DG0003365	CopyNumber	Wildtype	1048331816	ST3GAL1	936496742	IL36B	ST3GAL1~IL36B	32	27	78	58	66	47	67	84	40	95	45	82	128
DG0003366	CopyNumber	Wildtype	1048331802	ST3GAL1	936496742	IL36B	ST3GAL1~IL36B	37	60	21	50	66	30	94	75	71	79	37	72	117
DG0003367	CopyNumber	Wildtype	1047697268	POU5F1B	999470971	GLRA1	POU5F1B~GLRA1	39	41	54	34	64	59	62	93	95	57	56	61	118
DG0003368	CopyNumber	Wildtype	1047697293	POU5F1B	999470971	GLRA1	POU5F1B~GLRA1	144	83	111	57	187	142	155	112	135	148	89	45	152
DG0003369	CopyNumber	Wildtype	1048246195	PHF20L1	999475258	GLRA1	PHF20L1~GLRA1	83	116	159	69	197	137	200	115	87	200	193	131	177
DG0003370	CopyNumber	Wildtype	1048244445	PHF20L1	999475258	GLRA1	PHF20L1~GLRA1	88	111	163	77	176	114	143	85	127	124	108	68	138
DG0003371	CopyNumber	Wildtype	1048163484	OC90	1036633442	PRSS55	OC90~PRSS55	107	110	116	78	107	99	119	81	54	89	133	66	115
DG0003372	CopyNumber	Wildtype	1048163491	OC90	1036633442	PRSS55	OC90~PRSS55	127	111	76	95	140	117	192	132	115	148	125	146	135
DG0003373	CopyNumber	Wildtype	1047488806	NSMCE2	1036633144	PRSS55	NSMCE2~PRSS55	57	57	100	43	111	81	143	85	56	81	126	77	155
DG0003374	CopyNumber	Wildtype	1047469191	NSMCE2	1036633144	PRSS55	NSMCE2~PRSS55	34	68	46	45	79	40	73	75	41	28	43	52	98
DG0003375	CopyNumber	Wildtype	1047400134	NDUFB9	942449475	HOXD12	NDUFB9~HOXD12	14	27	24	32	42	27	23	71	23	48	39	56	100
DG0003376	CopyNumber	Wildtype	1047400605	NDUFB9	942449475	HOXD12	NDUFB9~HOXD12	10	23	48	45	42	20	55	69	38	26	31	44	141
DG0003377	CopyNumber	Wildtype	1048301817	NDRG1	942449472	HOXD12	NDRG1~HOXD12	52	117	105	41	79	51	99	59	58	40	53	64	119
DG0003378	CopyNumber	Wildtype	1048302531	NDRG1	942449472	HOXD12	NDRG1~HOXD12	31	107	97	43	77	98	92	43	54	42	61	93	124
DG0003379	CopyNumber	Wildtype	1047454914	SQLE	1082607954	TRIM48	SQLE~TRIM48	51	66	81	50	62	66	86	82	29	64	76	80	127
DG0003380	CopyNumber	Wildtype	1047455288	SQLE	1082607954	TRIM48	SQLE~TRIM48	97	66	89	72	98	67	98	85	162	84	103	107	162
DG0003381	CopyNumber	Wildtype	1046922450	TAF2	1082607955	TRIM48	TAF2~TRIM48	68	76	31	47	44	35	60	92	32	41	46	56	159
DG0003382	CopyNumber	Wildtype	1046926523	TAF2	1082607955	TRIM48	TAF2~TRIM48	89	63	67	64	50	72	69	103	30	58	73	83	185
DG0003383	CopyNumber	Wildtype	1048064302	ADCY8	1171255873	CST4	ADCY8~CST4	58	80	89	78	107	137	112	93	69	132	79	76	151
DG0003384	CopyNumber	Wildtype	1048072710	ADCY8	1171255873	CST4	ADCY8~CST4	64	58	43	66	112	73	78	119	55	124	80	86	167
DG0003385	CopyNumber	Wildtype	1047390973	TRMT12	1171255892	CST4	TRMT12~CST4	99	123	131	117	183	109	166	180	139	115	148	151	285
DG0003386	CopyNumber	Wildtype	1047391038	TRMT12	1171255892	CST4	TRMT12~CST4	66	58	77	77	130	70	136	99	34	66	94	59	133
DG0003387	CopyNumber	Wildtype	1047225472	ZHX2	908857490	RPE65	ZHX2~RPE65	134	198	220	173	257	197	265	257	168	236	213	249	318
DG0003388	CopyNumber	Wildtype	1047225439	ZHX2	908857490	RPE65	ZHX2~RPE65	232	161	236	166	275	164	254	247	230	249	188	212	259
DG0003389	CopyNumber	Wildtype	1047260532	ZHX1	908857230	RPE65	ZHX1~RPE65	46	95	48	66	84	88	115	107	97	65	117	76	157
DG0003390	CopyNumber	Wildtype	1047260519	ZHX1	908857230	RPE65	ZHX1~RPE65	40	69	73	75	82	83	112	88	60	87	104	70	126
DG0003391	CopyNumber	Wildtype	1048459417	ZFAT	1196876428	RHOXF2	ZFAT~RHOXF2	59	53	76	66	100	54	70	63	64	58	104	69	73
DG0003392	CopyNumber	Wildtype	1048458841	ZFAT	1196876428	RHOXF2	ZFAT~RHOXF2	87	93	110	44	81	102	100	107	109	81	138	78	143
DG0003393	CopyNumber	Wildtype	1047279947	WDYHV1	1196876429	RHOXF2	WDYHV1~RHOXF2	55	66	32	63	68	55	60	88	51	64	59	71	91
DG0003394	CopyNumber	Wildtype	1047279944	WDYHV1	1196876429	RHOXF2	WDYHV1~RHOXF2	46	32	30	46	43	46	36	43	53	20	32	36	60
DG0003395	CopyNumber	Wildtype	1047461267	WASHC5	1150277704	CSH1	WASHC5~CSH1	74	48	62	42	44	35	33	90	35	14	20	70	98
DG0003396	CopyNumber	Wildtype	1047462096	WASHC5	1150277704	CSH1	WASHC5~CSH1	17	15	38	63	35	26	25	99	27	27	26	41	92
DG0003397	CopyNumber	Wildtype	1046644161	UTP23	1150275568	CSH1	UTP23~CSH1	23	58	25	96	39	28	53	108	19	35	59	117	194
DG0003398	CopyNumber	Wildtype	1046644180	UTP23	1150275568	CSH1	UTP23~CSH1	45	55	91	125	64	39	91	237	40	88	71	171	288
DG0003399	CopyNumber	Wildtype	1047499554	TRIB1	1179939311	KRTAP10-9	TRIB1~KRTAP10-9	39	43	70	56	57	61	77	77	54	54	46	62	107
DG0003400	CopyNumber	Wildtype	1047500060	TRIB1	1179939311	KRTAP10-9	TRIB1~KRTAP10-9	33	45	40	50	54	56	69	72	23	57	30	74	115
DG0003401	CopyNumber	Wildtype	1047396460	TATDN1	1179939219	KRTAP10-9	TATDN1~KRTAP10-9	36	73	29	37	47	68	55	64	39	31	27	58	87
DG0003402	CopyNumber	Wildtype	1047397556	TATDN1	1179939219	KRTAP10-9	TATDN1~KRTAP10-9	64	36	49	60	66	49	50	79	35	36	62	76	107
DG0003403	CopyNumber	Wildtype	1049076117	TRAPPC9	1179936978	KRTAP10-8	TRAPPC9~KRTAP10-8	96	66	96	58	102	66	92	86	67	89	68	77	122
DG0003404	CopyNumber	Wildtype	1049082024	TRAPPC9	1179936978	KRTAP10-8	TRAPPC9~KRTAP10-8	92	113	162	138	126	94	162	195	102	100	120	159	230
DG0003405	CopyNumber	Wildtype	1046847354	TNFRSF11B	1179936969	KRTAP10-8	TNFRSF11B~KRTAP10-8	111	87	90	76	127	93	157	150	92	92	143	133	164
DG0003406	CopyNumber	Wildtype	1046847365	TNFRSF11B	1179936969	KRTAP10-8	TNFRSF11B~KRTAP10-8	148	105	97	71	161	89	150	113	132	102	183	87	129
DG0003407	CopyNumber	Wildtype	1048242011	TMEM71	1178196301	KRTAP23-1	TMEM71~KRTAP23-1	89	36	55	49	114	90	97	100	63	68	85	65	157
DG0003408	CopyNumber	Wildtype	1048241996	TMEM71	1178196301	KRTAP23-1	TMEM71~KRTAP23-1	27	29	56	42	47	40	57	76	30	75	47	73	129
DG0003409	CopyNumber	Wildtype	1047381832	TMEM65	1178196305	KRTAP23-1	TMEM65~KRTAP23-1	139	142	244	96	199	158	212	173	166	208	175	227	310
DG0003410	CopyNumber	Wildtype	1047381823	TMEM65	1178196305	KRTAP23-1	TMEM65~KRTAP23-1	61	90	64	67	142	113	138	115	42	97	100	83	166
DG0003411	CopyNumber	Wildtype	1048253663	TG	919516298	ATP6V1G3	TG~ATP6V1G3	90	109	167	89	181	102	162	145	89	158	147	98	193
DG0003412	CopyNumber	Wildtype	1048256165	TG	919516298	ATP6V1G3	TG~ATP6V1G3	174	176	186	115	231	183	256	186	178	179	200	191	297
DG0003413	CopyNumber	Wildtype	1047241515	TBC1D31	919516301	ATP6V1G3	TBC1D31~ATP6V1G3	68	81	112	89	107	96	127	108	61	98	113	86	130
DG0003414	CopyNumber	Wildtype	1047242206	TBC1D31	919516301	ATP6V1G3	TBC1D31~ATP6V1G3	74	54	58	68	108	60	88	84	76	51	81	52	129
DG0003415	CopyNumber	Wildtype	1047732517	MYC	1036332501	DEFB104A	MYC~DEFB104A	19	25	37	45	12	10	15	96	4	20	23	100	305
DG0003416	CopyNumber	Wildtype	1047732605	MYC	1036332501	DEFB104A	MYC~DEFB104A	2	13	25	80	25	12	37	55	18	10	3	69	163
DG0003417	CopyNumber	Wildtype	1047403624	MTSS1	1036332498	DEFB104A	MTSS1~DEFB104A	80	48	66	53	76	56	73	88	43	33	34	46	102
DG0003418	CopyNumber	Wildtype	1047403166	MTSS1	1036332498	DEFB104A	MTSS1~DEFB104A	41	16	34	48	48	42	67	54	102	37	41	15	64
DG0003419	CopyNumber	Wildtype	1046990818	MTBP	1190200097	SSX3	MTBP~SSX3	20	14	13	49	28	13	12	83	22	21	28	56	101
DG0003420	CopyNumber	Wildtype	1046990361	MTBP	1190200097	SSX3	MTBP~SSX3	29	37	27	76	80	83	101	97	105	68	106	81	156
DG0003421	CopyNumber	Wildtype	1046770185	EXT1	1190200104	SSX3	EXT1~SSX3	19	75	40	48	59	43	59	59	60	73	36	29	91
DG0003422	CopyNumber	Wildtype	1046770208	EXT1	1190200104	SSX3	EXT1~SSX3	103	75	110	72	130	120	92	103	72	81	89	61	152
DG0003423	CopyNumber	Wildtype	1046634505	EIF3H	1086692433	TRIM49	EIF3H~TRIM49	44	25	22	54	46	22	59	65	27	72	81	68	103
DG0003424	CopyNumber	Wildtype	1046634509	EIF3H	1086692433	TRIM49	EIF3H~TRIM49	94	47	41	37	49	35	53	77	38	49	27	47	94
DG0003425	CopyNumber	Wildtype	1048157201	EFR3A	1086692439	TRIM49	EFR3A~TRIM49	12	25	10	42	38	22	33	71	12	50	45	48	109
DG0003426	CopyNumber	Wildtype	1048157193	EFR3A	1086692439	TRIM49	EFR3A~TRIM49	54	37	21	62	54	35	74	99	13	55	43	68	147
DG0003427	CopyNumber	Wildtype	1046932498	DSCC1	1149172099	KIF2B	DSCC1~KIF2B	34	50	69	63	39	56	64	79	43	62	47	90	121
DG0003428	CopyNumber	Wildtype	1046932194	DSCC1	1149172099	KIF2B	DSCC1~KIF2B	43	41	60	33	78	50	75	75	34	45	64	50	103
DG0003429	CopyNumber	Wildtype	1047233872	DERL1	1149172066	KIF2B	DERL1~KIF2B	1	21	14	10	33	16	19	18	19	49	7	14	75
DG0003430	CopyNumber	Wildtype	1047235931	DERL1	1149172066	KIF2B	DERL1~KIF2B	30	36	57	24	73	25	65	55	46	79	68	17	215
DG0003431	CopyNumber	Wildtype	1046944909	DEPTOR	950911412	DAZL	DEPTOR~DAZL	64	53	92	97	149	89	114	133	76	79	87	124	189
DG0003432	CopyNumber	Wildtype	1046948919	DEPTOR	950911412	DAZL	DEPTOR~DAZL	80	62	88	66	107	44	130	96	34	89	101	58	105
DG0003433	CopyNumber	Wildtype	1049171673	DENND3	950911448	DAZL	DENND3~DAZL	120	108	92	115	116	80	120	114	59	93	84	101	157
